,Orthomyxoviridae,Flaviviridae,Herpesviridae,Papillomaviridae,Retroviridae,Paramyxoviridae,Arenaviridae,Polyomaviridae,Coronaviridae,Poxviridae,Parvoviridae
P24539,1,1,0,1,1,1,0,0,0,1,0
Q13084,1,1,0,1,0,0,0,0,0,0,0
Q16633,0,0,1,0,0,0,0,0,0,0,0
Q96B36,0,0,1,0,0,0,0,0,0,0,0
O43822,0,0,0,0,0,0,0,0,0,0,0
Q8TC29,0,0,0,0,0,0,0,0,0,0,0
Q9H063,0,0,0,0,0,0,0,0,0,0,0
Q9NP55,0,0,0,0,0,0,0,0,0,0,0
Q15527,0,0,0,0,0,0,0,0,0,0,0
Q5T036,0,0,0,0,0,0,0,0,0,0,0
Q9NUR3,0,0,0,0,0,0,0,0,0,0,0
O43752,0,1,0,0,0,0,0,0,0,0,0
P09661,1,0,0,0,1,0,1,0,0,0,0
P25788,0,0,1,0,1,0,0,0,0,0,0
P38117,0,1,0,0,0,0,0,0,0,0,0
P62258,1,1,1,0,1,1,1,0,0,0,1
Q6DKI1,1,0,0,1,0,0,0,0,0,0,0
Q8N0W7,0,0,0,0,0,0,0,0,0,0,0
P56177,0,0,0,0,0,0,0,0,0,0,0
Q07011,0,0,0,0,0,0,0,0,0,0,0
Q75WM6,0,0,0,0,0,0,0,0,0,0,0
Q96BD8,0,0,0,0,0,0,0,0,0,0,0
Q96L08,0,0,0,0,0,0,0,0,0,0,0
Q6P7N7,0,0,0,0,0,0,0,0,0,0,0
P18669,1,0,0,0,0,0,0,0,0,0,0
Q6Y1H2,0,1,0,0,0,0,0,0,0,0,0
P50402,1,1,1,1,1,1,0,1,0,0,1
P61289,1,1,1,0,1,0,0,0,0,0,0
Q9GZU8,0,1,1,0,0,0,0,0,0,0,0
Q9UMS0,0,0,0,1,1,0,0,0,0,0,0
O95571,0,0,0,0,0,0,0,0,0,0,0
P41273,0,0,0,0,0,0,0,0,0,0,0
P50221,0,0,0,0,0,0,0,0,0,0,0
Q9BTK6,0,0,0,0,0,0,0,0,0,0,0
Q9H2A7,0,0,0,0,0,0,0,0,0,0,0
Q9UHJ9,0,0,0,0,0,0,0,0,0,0,0
Q3LI83,0,0,0,0,0,0,0,0,0,0,0
Q4G0S7,0,0,0,0,0,0,0,0,0,0,0
Q9BQP9,0,0,0,0,0,0,0,0,0,0,0
Q9BWV2,0,0,0,0,0,0,0,0,0,0,0
Q3ZCU0,0,0,0,0,0,0,0,0,0,0,0
Q9Y6Z5,0,0,0,0,0,0,0,0,0,0,0
Q9Y696,1,0,0,1,0,0,0,0,0,0,0
O75937,0,1,0,0,0,0,0,0,0,0,0
P02746,0,0,0,0,1,0,0,0,0,0,0
P04156,0,0,0,1,1,0,0,0,0,0,0
P48509,0,0,0,0,0,0,0,0,0,0,0
Q9BWL3,0,0,0,1,0,0,0,0,0,0,0
Q9NQY0,0,0,0,1,0,0,0,0,0,0,0
Q9Y3A2,1,0,0,0,0,0,0,0,0,0,0
Q86TN4,0,0,0,0,0,0,0,1,0,0,0
P0C1Z6,0,0,0,0,0,0,0,0,0,0,0
Q86UD3,0,0,0,0,0,0,0,0,0,0,0
Q8TAP8,0,0,0,0,0,0,0,0,0,0,0
Q96S44,0,0,0,0,0,0,0,0,0,0,0
Q9NW97,0,0,0,0,0,0,0,0,0,0,0
Q8N1D0,0,0,0,0,0,0,0,0,0,0,0
Q99811,0,0,0,0,0,0,0,0,0,0,0
Q9NY35,0,0,0,0,0,0,0,0,0,0,0
O60637,0,0,0,0,0,0,0,0,0,0,0
Q8TBZ9,0,0,0,0,0,0,0,0,0,0,0
P40198,0,0,0,0,0,0,0,0,0,0,0
Q9BRK0,0,0,1,0,0,0,0,0,0,0,0
O43291,0,0,0,1,0,0,0,0,0,0,0
P15514,0,0,0,1,0,0,0,0,0,0,0
P33316,0,0,1,0,0,0,0,0,0,0,0
P53805,0,0,0,0,0,0,0,1,0,0,0
Q9NRX1,1,1,0,0,0,0,0,0,0,0,0
P13725,0,0,0,0,0,0,0,0,0,0,0
P20851,0,0,0,0,0,0,0,0,0,0,0
P53674,0,0,0,0,0,0,0,0,0,0,0
Q8N2A8,0,0,0,0,0,0,0,0,0,0,0
Q8NB15,0,0,0,0,0,0,0,0,0,0,0
Q96FF9,0,0,0,0,0,0,0,0,0,0,0
Q9Y5N6,0,0,0,0,0,0,0,0,0,0,0
Q14201,0,0,0,0,0,0,0,0,0,0,0
Q9Y2B2,0,0,0,0,0,0,0,0,0,0,0
A6NIH7,0,1,0,1,0,0,0,0,0,0,0
Q86XT2,0,0,0,0,1,0,0,0,0,0,0
Q9BUN8,0,1,1,1,0,0,0,0,0,0,0
Q9NX20,1,1,0,0,0,0,0,0,0,0,0
A8K830,0,0,0,0,0,0,0,0,0,0,0
A8MTQ0,0,0,0,0,0,0,0,0,0,0,0
O95150,0,0,0,0,0,0,0,0,0,0,0
O95931,0,0,0,0,0,0,0,0,0,0,0
P60014,0,0,0,0,0,0,0,0,0,0,0
Q6UWN5,0,0,0,0,0,0,0,0,0,0,0
Q9GZV9,0,0,0,0,0,0,0,0,0,0,0
Q8WY22,0,0,0,0,0,0,0,0,0,0,0
Q9BSH5,0,0,0,0,0,0,0,0,0,0,0
E2RYF7,0,0,0,0,0,0,0,0,0,0,0
Q5TGJ6,0,0,0,0,0,0,0,0,0,0,0
Q86X59,0,0,0,0,0,0,0,0,0,0,0
Q8NBR9,0,0,0,0,0,0,0,0,0,0,0
B9A014,0,0,0,0,0,0,0,0,0,0,0
Q6IC83,0,0,0,0,0,0,0,0,0,0,0
Q6ZQT7,0,0,0,0,0,0,0,0,0,0,0
O95249,0,1,1,0,0,0,0,0,0,0,0
P17931,1,0,0,0,1,0,0,0,0,0,0
Q6ZN17,0,0,1,0,0,0,0,0,0,0,0
Q96EY8,1,0,0,0,0,0,0,0,0,0,0
Q9HD33,1,1,0,0,0,0,0,0,0,0,0
Q5T750,0,1,0,0,0,0,0,0,0,0,0
O75888,0,0,0,0,0,0,0,0,0,0,0
P13284,0,0,0,0,0,0,0,0,0,0,0
P19256,0,0,0,0,0,0,0,0,0,0,0
P30793,0,0,0,0,0,0,0,0,0,0,0
Q14990,0,0,0,0,0,0,0,0,0,0,0
Q6ZNX1,0,0,0,0,0,0,0,0,0,0,0
Q7Z2X4,0,0,0,0,0,0,0,0,0,0,0
Q9Y3A5,0,0,0,0,0,0,0,0,0,0,0
A8MXZ3,0,0,0,0,0,0,0,0,0,0,0
A6NLC5,0,0,0,0,0,0,0,0,0,0,0
Q5U4N7,0,0,0,0,0,0,0,0,0,0,0
Q9H8W4,0,0,0,0,0,0,0,0,1,0,0
P13984,0,0,0,0,1,0,0,1,1,0,0
P19404,0,1,1,0,0,0,0,0,0,0,0
P60174,1,1,0,0,0,0,0,0,0,0,0
P62753,1,1,1,1,1,1,1,0,1,0,1
Q8WV92,0,0,0,0,1,0,0,0,0,0,0
Q9BRU9,0,1,0,0,0,0,0,0,0,0,0
Q9P0L0,0,1,1,1,1,1,0,1,0,0,0
O43508,0,0,0,0,0,0,0,0,0,0,0
P54107,0,0,0,0,0,0,0,0,0,0,0
Q8N4B1,0,0,0,0,0,0,0,0,0,0,0
Q96DR5,0,0,0,0,0,0,0,0,0,0,0
Q9BY14,0,0,0,0,0,0,0,0,0,0,0
B9EJG8,0,0,0,0,0,0,0,0,0,0,0
E7ERA6,0,0,0,0,0,0,0,0,0,0,0
P11226,0,0,0,0,1,0,0,0,0,0,0
P09496,1,0,0,1,0,1,1,0,0,0,0
Q15056,0,0,1,0,0,0,0,0,1,0,0
Q8WVN6,0,0,0,0,0,0,0,1,0,0,0
Q9BSJ6,0,0,1,0,0,0,0,0,0,0,0
Q9BVV7,1,0,0,0,0,0,0,0,0,0,0
Q9H2W1,0,1,0,0,0,0,0,0,0,0,0
Q9Y3Y2,1,0,0,0,0,0,0,0,0,0,0
Q15773,1,0,1,0,0,1,0,0,0,0,0
P25189,0,0,0,0,0,0,0,0,0,0,0
Q8N1B3,0,0,0,0,0,0,0,0,0,0,0
Q8N7B6,0,0,0,0,0,0,0,0,0,0,0
Q8TAZ6,0,0,0,0,0,0,0,0,0,0,0
Q8TBE9,0,0,0,0,0,0,0,0,0,0,0
Q99935,0,0,0,0,0,0,0,0,0,0,0
Q8N801,0,0,0,0,0,0,0,0,0,0,0
Q2TAA2,0,0,0,0,0,0,0,0,0,0,0
Q8N5J4,0,0,0,0,0,0,0,0,0,0,0
Q96SJ8,0,0,0,0,0,0,0,0,0,0,0
Q9BPW5,0,0,0,0,0,0,0,0,0,0,0
Q9BYG7,0,0,0,0,0,0,0,0,0,0,0
Q5BKY9,0,0,0,0,1,0,0,0,0,0,0
P57088,1,1,1,1,0,1,0,0,0,0,0
Q96MF7,0,0,0,0,0,0,0,1,0,0,0
Q9BXN2,0,0,1,0,0,0,0,0,0,0,0
Q9H3R5,1,0,0,0,0,0,0,0,0,0,0
O75352,0,1,0,1,0,0,0,1,0,0,0
Q9BRN9,0,0,0,0,0,0,0,1,1,0,0
P52823,0,0,0,0,0,0,0,0,0,0,0
Q16653,0,0,0,0,0,0,0,0,0,0,0
Q6P050,0,0,0,0,0,0,0,0,0,0,0
Q6PRD7,0,0,0,0,0,0,0,0,0,0,0
Q8N1Q8,0,0,0,0,0,0,0,0,0,0,0
Q8N6D2,0,0,0,0,0,0,0,0,0,0,0
Q96CP7,0,0,0,0,0,0,0,0,0,0,0
Q9Y5K8,0,0,0,0,0,0,0,0,0,0,0
Q6IPT2,0,0,0,0,0,0,0,0,0,0,0
Q96MF6,0,0,0,0,0,0,0,0,0,0,0
Q9UFN0,0,0,0,0,0,0,0,0,0,0,0
F5H4A9,0,0,0,0,0,0,0,0,0,0,0
Q5SWH9,0,0,0,0,0,0,0,0,0,0,0
Q9HCU9,0,0,0,0,0,0,0,0,0,1,0
Q9BVT8,0,0,0,1,0,0,0,0,0,0,0
O15305,0,0,0,1,0,0,0,0,0,0,0
O75586,0,0,1,0,0,0,0,0,0,0,0
P51572,1,1,0,1,1,1,0,0,0,0,0
Q00059,0,0,0,0,0,0,0,0,0,0,1
Q99750,0,1,1,0,0,0,0,0,0,0,0
Q9Y6H3,0,0,0,1,0,0,0,0,0,0,0
Q16560,0,0,0,0,0,0,0,0,0,0,0
Q96DX8,0,0,0,0,0,0,0,0,0,0,0
Q96GY3,0,0,0,0,0,0,0,0,0,0,0
Q9BXJ4,0,0,0,0,0,0,0,0,0,0,0
Q9UI43,0,0,0,0,0,0,0,0,0,0,0
Q6UWN0,0,0,0,0,0,0,0,0,0,0,0
Q8NBZ9,0,0,0,0,0,0,0,0,0,0,0
O60573,0,0,0,0,0,0,0,0,1,0,0
P02745,1,0,0,0,1,0,0,0,0,0,0
P56537,1,0,1,1,0,0,0,0,0,0,0
Q8WVD3,0,0,0,1,0,0,0,1,0,0,0
Q9NPD3,0,1,0,1,0,0,0,0,0,0,0
Q9NX40,1,0,1,1,1,0,0,0,0,0,0
O95467,0,0,0,0,0,0,0,0,0,0,0
P51580,0,0,0,0,0,0,0,0,0,0,0
Q2KHN1,0,0,0,0,0,0,0,0,0,0,0
Q86XK3,0,0,0,0,0,0,0,0,0,0,0
Q8N6F8,0,0,0,0,0,0,0,0,0,0,0
Q8NDC0,0,0,0,0,0,0,0,0,0,0,0
Q96DG6,0,0,0,0,0,0,0,0,0,0,0
Q9BUT1,0,0,0,0,0,0,0,0,0,0,0
Q2M1V0,0,0,0,0,0,0,0,0,0,0,0
Q6ZRR5,0,0,0,0,0,0,0,0,0,0,0
Q9UKR8,0,0,0,0,0,0,0,0,0,0,0
Q5U649,0,0,0,0,0,0,0,0,0,0,0
Q8NCL8,0,0,0,0,0,0,0,0,0,0,0
Q13886,0,0,0,0,1,0,0,0,0,0,0
Q8NBZ0,0,1,0,0,0,0,0,0,0,0,0
Q8WWF3,0,0,0,0,0,0,0,1,0,0,0
Q92979,0,1,0,0,1,0,0,0,0,0,0
Q9BSR8,0,0,0,1,0,0,0,0,0,0,0
Q9Y224,1,1,0,0,1,0,0,0,0,0,0
Q6UX53,0,1,0,0,0,0,0,0,0,0,0
A0JLT2,0,0,0,0,0,0,0,0,0,0,0
P09417,0,0,0,0,0,0,0,0,0,0,0
P0CG30,0,0,0,0,0,0,0,0,0,0,0
P61587,0,0,0,0,0,0,0,0,0,0,0
Q01362,0,0,0,0,0,0,0,0,0,0,0
Q06643,0,0,0,0,0,0,0,0,0,0,0
Q495A1,0,0,0,0,0,0,0,0,0,0,0
Q8TF63,0,0,0,0,0,0,0,0,0,0,0
Q99426,0,0,0,0,0,0,0,0,0,0,0
P56749,0,0,0,0,0,0,0,0,0,0,0
Q5SZD1,0,0,0,0,0,0,0,0,0,0,0
Q8N8L6,0,0,0,0,0,0,0,0,0,0,0
P61328,0,1,0,0,0,0,0,0,0,0,0
O95926,0,1,0,0,0,0,0,0,0,0,0
P23396,1,1,1,1,1,0,1,0,0,0,1
Q96CG8,0,0,0,0,1,0,0,0,0,0,0
Q9BVC6,0,1,0,1,1,1,0,0,0,0,0
Q9GZY6,0,0,0,0,0,0,0,1,0,0,0
Q9H1E3,0,0,0,0,1,0,0,0,0,0,0
Q9H4Y5,0,0,0,1,0,0,0,0,0,0,0
Q9H446,0,0,1,0,0,0,0,0,0,0,0
P09326,0,0,0,0,0,0,0,0,0,0,0
Q14714,0,0,0,0,0,0,0,0,0,0,0
Q86VZ6,0,0,0,0,0,0,0,0,0,0,0
Q8NEV9,0,0,0,0,0,0,0,0,0,0,0
Q8WUU8,0,0,0,0,0,0,0,0,0,0,0
Q9H3S4,0,0,0,0,0,0,0,0,0,0,0
Q9HBH1,0,0,0,0,0,0,0,0,0,0,0
Q9UF11,0,0,0,0,0,0,0,0,0,0,0
Q8IYL3,0,0,0,0,0,0,0,0,0,0,0
Q96MU5,0,0,0,0,0,0,0,0,0,0,0
Q9BUP3,1,0,0,1,1,0,0,0,0,0,0
Q9NPA0,0,1,0,0,0,0,0,0,0,0,0
Q9NWZ8,1,0,0,0,0,0,0,0,0,0,0
Q9Y2R9,1,1,0,1,0,0,0,0,0,0,0
P20396,0,0,0,0,0,0,0,0,0,0,0
P23409,0,0,0,0,0,0,0,0,0,0,0
P31944,0,0,0,0,0,0,0,0,0,0,0
Q6ZMJ4,0,0,0,0,0,0,0,0,0,0,0
Q8IW40,0,0,0,0,0,0,0,0,0,0,0
Q8NHG8,0,0,0,0,0,0,0,0,0,0,0
Q96GX9,0,0,0,0,0,0,0,0,0,0,0
Q9H7X0,0,0,0,0,0,0,0,0,0,0,0
A6NFD8,0,0,0,0,0,0,0,0,0,0,0
Q9UK85,0,0,0,0,0,0,0,0,0,0,0
Q8N319,0,0,0,0,0,0,0,0,0,0,0
Q8N813,0,0,0,0,0,0,0,0,0,0,0
Q8NEG0,0,1,0,1,0,0,0,0,0,0,0
P20618,1,0,1,1,1,0,0,1,0,0,0
Q9NP64,1,1,1,0,0,0,0,0,0,0,0
Q9P031,0,0,1,0,0,0,0,0,0,0,0
O95866,0,0,0,0,0,0,0,0,0,0,0
P01127,0,0,0,0,0,0,0,0,0,0,0
Q6UXN8,0,0,0,0,0,0,0,0,0,0,0
Q96HA9,0,0,0,0,0,0,0,0,0,0,0
Q9BXL8,0,0,0,0,0,0,0,0,0,0,0
Q9UKA8,0,0,0,0,0,0,0,0,0,0,0
Q9Y5U5,0,0,0,0,0,0,0,0,0,0,0
O95976,0,0,0,0,0,0,0,0,0,0,0
Q8IUA0,0,0,0,0,0,0,0,0,0,0,0
Q8IYP2,0,0,0,0,0,0,0,0,0,0,0
Q9NNZ3,0,0,0,0,0,0,0,0,0,0,0
Q8N2G6,0,0,0,0,0,0,0,0,0,0,0
Q8N7Y1,0,0,0,0,0,0,0,0,0,0,0
Q8WYH8,0,0,1,0,0,0,0,0,0,0,0
O43557,0,0,1,0,0,0,0,0,0,0,0
P14678,1,1,0,1,0,0,1,0,0,0,0
Q01081,1,0,1,0,1,0,0,0,0,0,1
Q6PF18,0,0,0,1,1,0,0,0,0,0,0
Q8TDB4,0,0,1,0,0,0,0,0,0,0,0
Q96C19,1,0,0,0,0,0,0,0,0,0,0
A8MUP2,0,0,0,0,0,0,0,0,0,0,0
P08294,0,0,0,0,0,0,0,0,0,0,0
P09564,0,0,0,0,0,0,0,0,0,0,0
Q07444,0,0,0,0,0,0,0,0,0,0,0
Q6PI78,0,0,0,0,0,0,0,0,0,0,0
Q8N114,0,0,0,0,0,0,0,0,0,0,0
Q96A56,0,0,0,0,0,0,0,0,0,0,0
Q96NT3,0,0,0,0,0,0,0,0,0,0,0
Q9P0P8,0,0,0,0,0,0,0,0,0,0,0
Q86XT9,0,0,0,0,0,0,0,0,0,0,0
Q53RY4,0,0,0,0,0,0,0,0,0,0,0
Q8WW62,0,0,0,0,0,0,0,0,0,0,0
P0DSO1,0,0,0,0,0,0,0,0,0,0,0
Q8N402,0,0,0,0,0,0,0,0,0,0,0
P10415,0,0,1,0,1,0,0,0,1,0,0
P28072,1,0,1,0,1,0,1,0,0,0,0
Q9NR28,0,0,1,0,1,0,0,0,0,0,0
Q9UM00,1,1,0,1,0,0,0,0,0,0,0
Q8WVL7,0,0,0,1,0,0,0,0,0,0,0
Q9UKD2,1,1,0,0,0,0,0,0,0,0,0
O95500,0,0,0,0,0,0,0,0,0,0,0
P11487,0,0,0,0,0,0,0,0,0,0,0
Q8WTV1,0,0,0,0,0,0,0,0,0,0,0
Q96JQ5,0,0,0,0,0,0,0,0,0,0,0
Q96LR2,0,0,0,0,0,0,0,0,0,0,0
Q9H0Z9,0,0,0,0,0,0,0,0,0,0,0
P55822,0,0,0,0,0,0,0,0,0,0,0
Q8N9N7,0,0,0,0,0,0,0,0,0,0,0
Q5JTZ5,0,0,0,0,0,0,0,0,0,0,0
Q5VZ72,0,0,0,0,0,0,0,0,0,0,0
Q8N6N2,0,0,0,0,0,0,0,0,0,0,0
Q8N682,0,0,1,0,0,0,0,0,0,0,0
Q16629,1,0,0,1,0,0,1,0,0,0,0
Q712K3,0,0,0,1,0,0,0,0,0,0,0
Q9HC24,0,1,0,0,0,0,0,0,0,0,0
Q9UNN8,0,0,1,0,0,0,0,0,0,0,0
O75204,0,0,0,0,0,0,0,0,0,0,0
O75940,0,0,0,0,0,0,0,0,0,0,0
P0C024,0,0,0,0,0,0,0,0,0,0,0
P14138,0,0,0,0,0,0,0,0,0,0,0
P17677,0,0,0,0,0,0,0,0,0,0,0
P52797,0,0,0,0,0,0,0,0,0,0,0
Q3KRA9,0,0,0,0,0,0,0,0,0,0,0
Q9BSD3,0,0,0,0,0,0,0,0,0,0,0
Q86YN1,0,0,0,0,0,0,0,0,0,0,0
Q8ND94,0,0,0,0,0,0,0,0,0,0,0
A0A087WV53,0,0,0,0,0,0,0,0,0,0,0
Q8NC69,1,0,0,0,0,0,0,0,0,0,0
Q14088,0,0,0,1,0,0,0,0,0,0,0
P54105,1,0,0,0,0,0,0,0,0,0,0
Q5VWZ2,0,0,0,1,0,1,0,0,0,0,0
Q66PJ3,0,0,1,0,1,0,0,0,0,0,0
Q70IA6,1,0,0,0,0,0,0,0,0,0,0
P55061,0,0,0,0,0,0,0,0,0,0,0
Q86UY6,0,0,0,0,0,0,0,0,0,0,0
Q92886,0,0,0,0,0,0,0,0,0,0,0
Q9UMR7,0,0,0,0,0,0,0,0,0,0,0
Q9Y3B8,0,0,0,0,0,0,0,0,0,0,0
Q4VXA5,0,0,0,0,0,0,0,0,0,0,0
Q6UX82,0,0,0,0,0,0,0,0,0,0,0
Q9BQ50,0,0,1,0,0,0,0,0,0,0,0
P60033,1,1,0,0,1,0,0,0,0,0,0
Q5HYI8,0,0,0,1,0,0,0,0,0,0,0
Q96EC8,1,1,0,0,0,0,0,0,0,0,0
Q9UHV2,0,1,1,1,0,0,0,0,0,0,0
Q9UNK0,0,1,1,1,0,0,0,0,0,0,0
Q9Y4P9,0,0,1,0,0,0,0,0,0,0,0
P22794,0,0,0,0,0,0,0,0,0,0,0
P41238,0,0,0,0,0,0,0,0,0,0,0
P50553,0,0,0,0,0,0,0,0,0,0,0
Q14353,0,0,0,0,0,0,0,0,0,0,0
Q66K80,0,0,0,0,0,0,0,0,0,0,0
Q6BDI9,0,0,0,0,0,0,0,0,0,0,0
Q6UX27,0,0,0,0,0,0,0,0,0,0,0
Q8IZU3,0,0,0,0,0,0,0,0,0,0,0
Q8N6I1,0,0,0,0,0,0,0,0,0,0,0
Q8WV74,0,0,0,0,0,0,0,0,0,0,0
Q86WR6,0,0,0,0,0,0,0,0,0,0,0
Q96FA7,0,0,0,0,0,0,0,0,0,0,0
P41227,0,0,1,0,0,0,0,0,0,0,0
Q9BRQ6,0,1,1,0,0,1,0,0,0,0,0
Q9BVK6,1,1,1,0,1,1,0,0,0,0,0
Q9NQT4,0,0,0,1,1,0,0,0,1,0,0
O75425,0,0,0,0,0,0,0,0,0,0,0
P01732,0,0,0,0,0,0,0,0,0,0,0
P48307,0,0,0,0,0,0,0,0,0,0,0
P49771,0,0,0,0,0,0,0,0,0,0,0
Q7RTU4,0,0,0,0,0,0,0,0,0,0,0
Q8IWL3,0,0,0,0,0,0,0,0,0,0,0
Q9BQD7,0,0,0,0,0,0,0,0,0,0,0
Q9NVX0,0,0,0,0,0,0,0,0,0,0,0
Q9UJ68,0,0,0,0,0,0,0,0,0,0,0
Q9UMX2,0,0,0,0,0,0,0,0,0,0,0
Q9Y5I7,0,0,0,0,0,0,0,0,0,0,0
P09630,0,0,0,0,0,0,0,0,0,0,0
Q1ZZU3,0,0,0,0,0,0,0,0,0,0,0
Q6UWV2,0,0,0,0,0,0,0,0,0,0,0
Q2WGJ8,0,0,0,0,0,0,0,0,0,0,0
Q6ZS82,0,0,0,0,0,0,0,0,0,0,0
Q8N699,0,0,0,0,0,0,0,0,0,0,0
Q68D42,0,0,0,0,0,0,0,0,0,0,0
Q8N9Z2,0,0,0,0,0,0,0,0,0,0,0
O95772,0,1,0,0,0,0,0,0,0,0,0
P04183,0,0,0,1,0,0,0,0,0,1,0
P24001,0,0,0,0,0,0,0,0,0,1,0
Q14512,0,0,1,1,0,0,0,0,0,0,0
Q14696,0,0,0,1,1,0,0,0,0,0,0
Q9NX57,0,0,1,0,0,0,0,0,0,0,0
P32971,0,0,0,0,0,0,0,0,0,0,0
Q96EH3,0,0,0,0,0,0,0,0,0,0,0
Q96IU2,0,0,0,0,0,0,0,0,0,0,0
Q99801,0,0,0,0,0,0,0,0,0,0,0
Q9BQ24,0,0,0,0,0,0,0,0,0,0,0
Q9NP99,0,0,0,0,0,0,0,0,0,0,0
Q9H6D8,0,0,0,0,0,0,0,0,0,0,0
Q8WW14,0,0,0,0,0,0,0,0,0,0,0
Q6ZNB5,0,0,0,0,0,0,0,0,0,0,0
A0A1B0GVG4,0,0,0,0,0,0,0,0,0,0,0
Q8N9P0,0,0,0,0,0,0,0,0,0,0,0
O43759,0,1,1,1,0,1,0,0,0,0,0
O14910,0,0,0,1,0,0,0,0,0,0,0
O43513,0,0,1,0,1,0,0,0,0,0,0
O95999,0,0,1,1,0,0,0,0,0,0,0
P01375,0,0,0,0,1,0,0,0,0,1,0
O60248,0,0,0,0,0,0,0,0,0,0,0
P55075,0,0,0,0,0,0,0,0,0,0,0
Q5T0J7,0,0,0,0,0,0,0,0,0,0,0
Q9NYP9,0,0,0,0,0,0,0,0,0,0,0
Q6NSX1,0,0,0,0,0,0,0,0,0,0,0
Q7Z444,0,0,0,0,0,0,0,0,0,0,0
Q3C1V8,0,0,0,0,0,0,0,0,0,0,0
Q6V702,0,0,0,0,0,0,0,0,0,0,0
Q8WWA1,0,0,0,0,0,0,0,0,0,0,0
Q6ZVK1,0,0,0,0,0,0,0,0,0,0,0
Q9BVG4,0,0,0,0,0,0,0,0,0,0,0
Q9H8W3,0,0,0,0,0,0,0,0,0,0,0
Q8IX05,0,0,0,0,0,0,0,0,0,0,0
Q96EQ8,0,1,0,0,0,0,0,0,0,0,0
Q9UEU0,0,1,0,0,0,0,0,0,0,0,0
Q9BVC5,0,0,0,0,1,0,0,0,0,0,0
A0PK11,0,0,0,0,0,0,0,0,0,0,0
P15692,0,0,0,0,0,0,0,0,0,0,0
Q13253,0,0,0,0,0,0,0,0,0,0,0
Q9H2W2,0,0,0,0,0,0,0,0,0,0,0
Q9NX09,0,0,0,0,0,0,0,0,0,0,0
Q1ZYL8,0,0,0,0,0,0,0,0,0,0,0
Q8NAJ2,0,0,0,0,0,0,0,0,0,0,0
A0A494C0N9,0,0,0,0,0,0,0,0,0,0,0
P16083,1,0,0,0,0,0,0,0,0,0,0
Q96BR5,0,0,1,0,0,1,0,0,0,0,0
Q9BZD7,1,0,0,0,0,0,0,0,0,0,0
Q8WVC6,0,1,0,0,0,0,0,0,1,0,0
A6NK58,0,0,0,0,0,0,0,0,0,0,0
P60008,0,0,0,0,0,0,0,0,0,0,0
Q15102,0,0,0,0,0,0,0,0,0,0,0
Q9NZS2,0,0,0,0,0,0,0,0,0,0,0
Q8IZS5,0,0,0,0,0,0,0,0,0,0,0
Q8IUB2,0,0,0,0,0,0,0,0,0,0,0
Q5TGL8,0,0,0,0,0,0,0,0,0,0,0
Q8N1Y9,0,0,0,0,0,0,0,0,0,0,0
Q96IZ2,0,0,0,0,0,0,0,1,0,0,0
P98173,0,0,1,0,0,0,0,0,0,0,0
O95237,0,0,0,0,0,0,0,1,0,0,0
Q15125,0,1,0,1,0,0,0,0,0,0,0
Q9BU02,0,0,0,0,0,0,0,0,1,0,0
Q9BWG6,0,0,1,1,0,0,0,0,0,0,0
Q9NSI2,0,1,0,0,0,0,0,0,0,0,0
P15374,0,0,0,0,0,0,0,0,0,0,0
Q8IUX1,0,0,0,0,0,0,0,0,0,0,0
Q8WVD5,0,0,0,0,0,0,0,0,0,0,0
Q9NPI5,0,0,0,0,0,0,0,0,0,0,0
Q9NZC2,0,0,0,0,0,0,0,0,0,0,0
A8MVS5,0,0,0,0,0,0,0,0,0,0,0
Q8IZJ6,0,0,0,0,0,0,0,0,0,0,0
H3BNL8,0,0,0,0,0,0,0,0,0,0,0
Q6UW56,0,0,0,0,1,0,0,0,0,0,0
Q6ZP80,0,0,1,0,0,0,0,0,0,0,0
Q9BRX8,0,1,1,0,0,0,0,0,0,0,0
Q9H7E9,1,1,0,0,0,0,0,0,0,0,0
Q9P013,1,1,0,1,0,0,0,0,0,0,0
Q9Y3A6,0,0,0,0,0,0,0,1,0,0,0
Q5VTT2,1,0,0,0,0,0,0,0,0,0,0
O43482,0,0,0,0,0,0,0,0,0,0,0
P40259,0,0,0,0,0,0,0,0,0,0,0
Q14213,0,0,0,0,0,0,0,0,0,0,0
Q53R12,0,0,0,0,0,0,0,0,0,0,0
Q6NVH7,0,0,0,0,0,0,0,0,0,0,0
Q8TAB5,0,0,0,0,0,0,0,0,0,0,0
Q9H6E4,0,0,0,0,0,0,0,0,0,0,0
Q9H867,0,0,0,0,0,0,0,0,0,0,0
O95661,0,0,0,0,0,0,0,0,0,0,0
Q8N8Q1,0,0,0,0,0,0,0,0,0,0,0
Q9BSG5,0,0,0,0,0,0,0,0,0,0,0
C9JDP6,0,0,0,0,0,0,0,0,0,0,0
Q6PGQ1,0,0,0,0,0,0,0,0,0,0,0
Q8N7C4,0,0,0,0,0,0,0,0,0,0,0
Q9GZU0,0,0,0,0,0,0,0,0,0,0,0
P54368,0,0,0,1,0,0,0,0,0,0,0
Q12981,0,1,0,0,0,0,0,0,0,0,0
Q15631,1,1,0,1,0,0,0,0,0,0,0
Q96LW7,0,1,0,0,0,0,0,0,0,0,0
Q9HB71,0,1,0,0,0,0,0,0,0,0,0
Q9NPB1,1,0,0,0,0,0,0,0,0,0,0
Q9NWU2,1,0,1,0,0,1,0,0,0,0,0
